,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
471,1,1,1,0,63.8,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
474,0,1,1,1,34.24657534246575,15.786301369863011,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
478,1,1,1,0,60.59452054794521,4.441095890410959,1,0,1,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
482,0,0,1,0,50.68767123287671,5.112328767123287,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
483,0,0,1,0,58.35616438356164,1.2712328767123289,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
485,1,1,1,2,50.345205479452055,11.6986301369863,1,1,1,1,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
487,1,0,0,1,46.01917808219178,18.035616438356165,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
492,0,0,1,0,42.74520547945205,13.865753424657534,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
493,0,1,1,0,63.93424657534246,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
495,1,0,1,0,49.6,3.608219178082192,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
496,0,0,1,0,63.56164383561644,-1000.6657534246576,1,0,1,0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
497,1,1,1,0,27.34520547945205,5.112328767123287,1,0,0,1,2.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
502,0,1,1,1,48.032876712328765,22.03835616438356,1,0,0,0,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
507,1,1,1,0,59.1013698630137,5.945205479452055,1,0,0,0,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
508,1,1,1,0,45.224657534246575,11.865753424657534,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
510,1,1,1,0,55.19178082191781,2.8575342465753426,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
516,0,1,1,0,54.01095890410959,22.87123287671233,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
517,1,0,1,1,37.78082191780822,15.449315068493153,1,1,1,0,3.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
529,0,0,1,0,40.87123287671233,5.112328767123287,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
531,0,0,1,0,55.43287671232877,17.035616438356165,1,1,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
533,0,0,1,0,64.14520547945206,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
534,0,1,1,1,41.394520547945206,5.358904109589041,1,0,0,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
539,1,0,0,0,26.008219178082197,0.3561643835616438,1,0,0,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
541,0,0,0,0,62.64931506849315,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
551,1,1,0,1,29.016438356164382,3.2739726027397262,1,0,0,0,3.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
553,0,0,1,2,40.635616438356166,20.284931506849315,1,1,0,0,3.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
554,1,1,0,0,33.92602739726028,5.526027397260274,1,1,1,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
556,0,1,1,1,26.84931506849315,5.778082191780822,1,0,0,1,2.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
559,0,1,1,0,65.11780821917809,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
564,0,1,1,0,37.69315068493151,6.945205479452055,1,0,0,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
566,0,1,1,1,38.76164383561644,4.358904109589041,1,1,1,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
567,0,0,1,0,59.87397260273973,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
574,1,1,0,1,36.78082191780822,8.610958904109589,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
575,0,0,1,0,42.945205479452056,0.7753424657534247,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
583,0,1,0,1,30.43013698630137,0.3561643835616438,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
584,0,0,1,0,58.95342465753425,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
587,0,0,1,0,62.9041095890411,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
588,0,1,1,0,36.293150684931504,15.953424657534246,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
590,0,0,1,0,51.38630136986301,10.695890410958905,1,0,0,1,2.0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
598,0,1,1,1,34.58082191780822,1.8575342465753424,1,0,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
599,1,1,1,0,32.635616438356166,6.027397260273973,1,0,0,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
603,1,1,1,0,35.85479452054795,0.8575342465753425,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
605,1,1,1,2,37.81643835616438,0.4383561643835616,1,1,1,0,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
607,1,1,1,0,54.75890410958904,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
611,1,1,1,1,27.994520547945207,0.8575342465753425,1,1,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
614,0,1,1,0,47.49041095890411,6.86027397260274,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
615,1,1,1,1,50.61917808219178,7.191780821917808,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
623,0,0,1,0,55.7945205479452,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
625,0,1,0,2,38.15890410958904,8.361643835616439,1,0,0,0,4.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
626,0,1,0,2,38.15890410958904,8.361643835616439,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
628,0,1,1,0,49.81917808219178,8.276712328767124,1,0,1,1,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
629,1,1,1,0,43.21643835616438,7.947945205479452,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
632,0,1,1,0,27.794520547945204,4.608219178082192,1,0,0,1,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
635,1,1,1,1,31.013698630136982,4.358904109589041,1,0,0,1,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
638,0,0,0,1,38.83013698630137,5.273972602739726,1,0,0,1,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
639,1,1,1,1,46.05205479452055,9.115068493150686,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
641,0,0,1,0,62.81369863013698,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
643,0,0,1,1,29.90684931506849,2.5232876712328767,1,0,0,0,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
644,0,0,1,2,32.50410958904109,12.364383561643836,1,0,0,0,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
647,0,0,1,0,54.512328767123286,-1000.6657534246576,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
650,0,0,1,0,58.035616438356165,3.024657534246576,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
653,0,0,1,0,60.96986301369863,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
656,0,0,1,0,53.20821917808219,5.526027397260274,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
657,0,1,1,0,34.13972602739726,1.8575342465753424,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
663,0,0,0,0,52.77534246575343,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
664,1,0,0,1,24.22739726027397,1.356164383561644,1,1,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
666,1,1,0,0,30.28767123287671,2.9424657534246577,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
667,1,1,1,2,36.602739726027394,11.194520547945206,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
672,1,1,1,0,47.00821917808219,8.191780821917808,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
673,1,1,1,0,57.02739726027397,2.271232876712329,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
674,1,1,1,0,28.21095890410959,6.112328767123287,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
677,1,1,1,0,56.6,0.8575342465753425,1,1,1,1,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
678,0,1,1,2,38.24109589041096,8.276712328767124,1,0,0,0,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
680,1,1,0,0,43.45753424657534,13.865753424657534,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
683,1,0,1,2,37.88493150684931,16.44931506849315,1,1,1,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
685,0,0,1,0,58.61917808219178,2.7753424657534245,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
691,0,0,1,0,32.47397260273973,13.865753424657534,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
696,1,1,1,0,60.31232876712329,28.04383561643836,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
698,0,1,1,0,58.49315068493151,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
701,0,0,1,0,61.06849315068493,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
702,0,1,1,1,38.07123287671233,0.9424657534246575,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
705,1,0,1,0,30.235616438356164,11.783561643835617,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
708,0,1,1,1,39.654794520547945,6.189041095890411,1,0,0,1,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
709,0,0,1,0,64.03287671232877,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
710,1,0,0,0,46.586301369863016,12.531506849315068,1,0,0,1,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
711,0,0,1,1,30.24383561643836,7.695890410958904,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
714,0,0,1,0,42.32876712328767,2.1095890410958904,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
720,0,0,1,2,41.47945205479452,8.695890410958905,1,1,0,1,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
723,0,1,1,0,35.87671232876713,4.526027397260274,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
731,1,1,1,2,47.345205479452055,15.282191780821918,1,1,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
732,0,0,1,0,51.11232876712329,7.276712328767124,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
733,0,1,1,0,61.35616438356164,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
734,0,1,1,0,32.38904109589041,2.024657534246576,1,0,0,1,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
735,0,0,1,1,48.942465753424656,19.36986301369863,1,0,0,1,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
738,0,0,1,0,45.37534246575343,2.8575342465753426,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
742,0,1,1,1,38.47945205479452,2.8575342465753426,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
743,1,1,1,1,49.78904109589041,1.8575342465753424,1,0,1,1,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
744,1,1,1,1,49.78904109589041,1.8575342465753424,1,0,1,1,3.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
750,0,0,1,0,56.67945205479453,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
753,0,0,1,0,65.09041095890412,-1000.6657534246576,1,0,0,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
758,1,1,1,0,62.24657534246575,2.356164383561644,1,0,1,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
760,0,1,1,0,55.88767123287671,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
762,0,0,0,0,61.0,2.271232876712329,1,0,0,1,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
763,0,0,0,0,61.0,2.271232876712329,1,0,0,1,1.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
764,0,1,1,2,34.917808219178085,1.4383561643835616,1,0,0,1,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
766,0,0,0,0,46.06575342465754,18.12054794520548,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
772,0,0,0,0,62.54246575342466,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
773,0,1,1,1,37.72054794520548,7.027397260273973,1,0,0,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
781,1,1,1,0,40.36438356164384,3.778082191780822,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
784,0,0,0,0,30.71780821917808,7.027397260273973,1,0,0,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
785,0,0,1,1,37.30684931506849,7.528767123287671,1,0,0,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
786,1,1,1,0,49.9013698630137,9.610958904109587,1,0,0,1,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
788,1,1,1,0,49.43835616438356,4.945205479452055,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
789,1,0,1,0,60.6,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
790,0,0,1,0,30.46027397260274,10.610958904109587,1,1,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
791,0,0,1,0,54.9972602739726,0.6054794520547945,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
800,0,1,1,0,29.416438356164385,5.693150684931507,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
810,0,1,1,0,32.93424657534246,0.3561643835616438,1,0,1,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
814,1,1,1,2,45.36438356164384,8.863013698630137,1,0,0,0,4.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
817,0,0,1,0,45.44657534246576,2.7753424657534245,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
818,0,0,1,1,47.915068493150685,20.704109589041096,1,0,1,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
819,0,0,1,0,55.61095890410959,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
826,0,0,1,1,62.42191780821918,-1000.6657534246576,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
827,0,0,1,0,50.44931506849315,14.254794520547945,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
828,0,0,1,0,51.55342465753424,2.997260273972602,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
830,1,0,1,0,34.59178082191781,14.506849315068491,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
831,1,1,1,1,46.75890410958904,0.6657534246575343,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
833,0,0,1,1,43.40547945205479,3.83013698630137,1,0,1,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
837,0,0,1,0,60.43561643835616,-1000.6657534246576,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
838,0,0,1,1,55.36438356164384,22.008219178082197,1,0,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
840,0,1,1,0,52.48219178082192,12.33972602739726,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
841,0,0,1,0,61.14794520547945,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
847,1,1,1,1,44.76164383561644,12.75068493150685,1,1,1,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
848,0,0,0,0,56.49589041095891,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
849,0,1,1,0,51.917808219178085,2.745205479452055,1,1,1,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
850,0,1,1,0,51.917808219178085,2.745205479452055,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
853,0,0,0,0,57.45205479452055,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
855,0,0,0,0,27.78356164383561,6.934246575342466,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
858,1,1,1,0,41.56712328767123,6.504109589041096,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
859,0,0,0,0,35.35342465753425,11.772602739726029,1,0,1,0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
861,0,1,1,0,51.512328767123286,2.5013698630136987,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
862,1,0,1,0,51.17808219178082,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
863,1,1,1,1,37.31780821917808,3.0876712328767124,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
866,1,1,1,1,34.967123287671235,6.178082191780822,1,0,1,0,3.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
869,1,1,0,0,27.2054794520548,1.8465753424657532,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
870,0,0,1,2,29.81095890410959,0.3342465753424657,1,0,0,0,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
871,0,0,1,1,29.052054794520547,6.504109589041096,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
873,0,0,1,1,34.10958904109589,4.016438356164383,1,0,0,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
874,0,0,1,0,62.32054794520548,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
882,0,0,1,0,50.56438356164384,18.605479452054794,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
887,0,0,0,0,31.36438356164384,5.4301369863013695,1,0,0,0,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
889,0,1,1,1,39.75890410958904,12.591780821917808,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
892,1,1,1,0,38.70958904109589,15.775342465753424,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
898,0,0,1,1,42.72328767123288,1.9315068493150684,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
899,0,0,1,2,60.512328767123286,-1000.6657534246576,1,0,0,0,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
900,0,1,1,1,32.605479452054794,0.5013698630136987,1,0,0,1,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
902,1,0,1,0,46.29041095890411,0.6794520547945205,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
904,0,0,1,0,48.67671232876712,10.421917808219176,1,0,0,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
911,1,1,1,3,41.57260273972603,1.5945205479452054,1,0,0,0,5.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
915,0,0,0,0,31.36438356164384,2.92054794520548,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
916,1,1,0,0,54.71780821917808,18.10958904109589,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
922,1,0,1,0,50.55890410958904,20.5972602739726,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
925,0,0,1,0,60.54794520547945,1.5835616438356164,1,0,0,1,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
930,0,0,1,1,30.156164383561645,2.0876712328767124,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
933,0,0,1,1,30.156164383561645,2.0876712328767124,1,0,0,0,3.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
937,0,0,1,0,59.84931506849315,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
943,0,0,1,0,54.97534246575343,10.926027397260274,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
949,0,0,1,0,51.8,6.767123287671233,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
950,1,0,1,1,46.87671232876713,1.0136986301369864,1,0,0,0,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
953,1,0,1,1,26.156164383561645,3.671232876712329,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
957,0,0,1,0,36.47945205479452,14.257534246575345,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
958,0,0,1,0,58.67123287671233,7.517808219178082,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
959,0,0,1,0,57.93972602739726,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
960,0,1,0,1,31.50958904109589,2.0136986301369864,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
963,0,0,1,0,32.61643835616438,6.767123287671233,1,0,1,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
971,0,0,1,1,43.17808219178082,5.090410958904109,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
972,0,0,1,1,41.35890410958904,7.841095890410959,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
973,1,1,1,4,38.76712328767123,1.0986301369863014,1,0,0,0,6.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
974,0,0,1,0,57.41917808219178,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
976,0,0,1,0,49.68767123287671,27.698630136986303,1,0,1,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
979,0,0,0,0,52.79726027397261,13.257534246575345,1,0,0,1,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
984,0,0,1,0,60.90684931506849,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
985,1,0,1,0,62.78630136986301,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
986,0,1,0,1,25.506849315068493,4.597260273972603,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
